total_events,structural_zone_count,event_per_structural_zone,success_rate,failure_rate,unresolved_rate,false_breakout_rate,failed_follow_through_rate,hold_rate_after_breakout,avg_follow_through,avg_mfe,avg_mae,median_follow_through,median_mfe,median_mae,by_zone_class,by_first_meaningful_test,by_timeframe,by_confluence_bucket,by_touch_count,by_zone_width_bucket,by_breakout_quality_bucket,by_failure_subtype
40,40,1.0,0.55,0.4,0.05,0.35,0.0,0.875,-0.013579426091266337,0.04887599961536611,0.062037557078171456,0.0017817017747225712,0.04187490494489783,0.04800868575298503,"{""composite"": {""avg_follow_through"": -0.01207615822366925, ""count"": 18, ""failed_follow_through_rate"": 0.0, ""failure_rate"": 0.3888888888888889, ""false_breakout_rate"": 0.3333333333333333, ""median_follow_through"": -0.006284248663761326, ""success_rate"": 0.5555555555555556, ""unresolved_rate"": 0.05555555555555555}, ""cost"": {""avg_follow_through"": -0.019177675005945614, ""count"": 16, ""failed_follow_through_rate"": 0.0, ""failure_rate"": 0.4375, ""false_breakout_rate"": 0.375, ""median_follow_through"": -0.002948240987345081, ""success_rate"": 0.5, ""unresolved_rate"": 0.0625}, ""inventory"": {""avg_follow_through"": -0.003160565921579509, ""count"": 6, ""failed_follow_through_rate"": 0.0, ""failure_rate"": 0.3333333333333333, ""false_breakout_rate"": 0.3333333333333333, ""median_follow_through"": 0.012893174423875584, ""success_rate"": 0.6666666666666666, ""unresolved_rate"": 0.0}}","{""repeated_touch"": {""avg_follow_through"": -0.013579426091266337, ""count"": 40, ""failed_follow_through_rate"": 0.0, ""failure_rate"": 0.4, ""false_breakout_rate"": 0.35, ""median_follow_through"": 0.0017817017747225712, ""success_rate"": 0.55, ""unresolved_rate"": 0.05}}","{""D"": {""avg_follow_through"": -0.011854099270085398, ""count"": 29, ""failed_follow_through_rate"": 0.0, ""failure_rate"": 0.3793103448275862, ""false_breakout_rate"": 0.3448275862068966, ""median_follow_through"": 0.0017313504678952514, ""success_rate"": 0.5862068965517241, ""unresolved_rate"": 0.034482758620689655}, ""D,W"": {""avg_follow_through"": -0.018128014983470633, ""count"": 11, ""failed_follow_through_rate"": 0.0, ""failure_rate"": 0.45454545454545453, ""false_breakout_rate"": 0.36363636363636365, ""median_follow_through"": 0.013467202115350648, ""success_rate"": 0.45454545454545453, ""unresolved_rate"": 0.09090909090909091}}","{""3-source+"": {""avg_follow_through"": -0.0378691413275138, ""count"": 9, ""failed_follow_through_rate"": 0.0, ""failure_rate"": 0.5555555555555556, ""false_breakout_rate"": 0.4444444444444444, ""median_follow_through"": -0.06468227184595089, ""success_rate"": 0.3333333333333333, ""unresolved_rate"": 0.1111111111111111}, ""double-source"": {""avg_follow_through"": 0.013716824880175298, ""count"": 9, ""failed_follow_through_rate"": 0.0, ""failure_rate"": 0.2222222222222222, ""false_breakout_rate"": 0.2222222222222222, ""median_follow_through"": 0.005918562622414663, ""success_rate"": 0.7777777777777778, ""unresolved_rate"": 0.0}, ""single-source"": {""avg_follow_through"": -0.014809372528391223, ""count"": 22, ""failed_follow_through_rate"": 0.0, ""failure_rate"": 0.4090909090909091, ""false_breakout_rate"": 0.36363636363636365, ""median_follow_through"": 0.0017817017747225712, ""success_rate"": 0.5454545454545454, ""unresolved_rate"": 0.045454545454545456}}","{""second_touch"": {""avg_follow_through"": -0.013579426091266337, ""count"": 40, ""failed_follow_through_rate"": 0.0, ""failure_rate"": 0.4, ""false_breakout_rate"": 0.35, ""median_follow_through"": 0.0017817017747225712, ""success_rate"": 0.55, ""unresolved_rate"": 0.05}}","{""medium"": {""avg_follow_through"": -0.018183443693668352, ""count"": 26, ""failed_follow_through_rate"": 0.0, ""failure_rate"": 0.4230769230769231, ""false_breakout_rate"": 0.38461538461538464, ""median_follow_through"": -0.002998592294172401, ""success_rate"": 0.5769230769230769, ""unresolved_rate"": 0.0}, ""narrow"": {""avg_follow_through"": -0.011349385142576046, ""count"": 6, ""failed_follow_through_rate"": 0.0, ""failure_rate"": 0.5, ""false_breakout_rate"": 0.5, ""median_follow_through"": -0.010727939715744515, ""success_rate"": 0.3333333333333333, ""unresolved_rate"": 0.16666666666666666}, ""wide"": {""avg_follow_through"": -0.00028889959497749827, ""count"": 8, ""failed_follow_through_rate"": 0.0, ""failure_rate"": 0.25, ""false_breakout_rate"": 0.125, ""median_follow_through"": 0.01561972508816991, ""success_rate"": 0.625, ""unresolved_rate"": 0.125}}","{""high"": {""avg_follow_through"": 0.038713886342610235, ""count"": 10, ""failed_follow_through_rate"": 0.0, ""failure_rate"": 0.0, ""false_breakout_rate"": 0.0, ""median_follow_through"": 0.036429799155008186, ""success_rate"": 1.0, ""unresolved_rate"": 0.0}, ""low"": {""avg_follow_through"": -0.04540694410967371, ""count"": 25, ""failed_follow_through_rate"": 0.0, ""failure_rate"": 0.64, ""false_breakout_rate"": 0.56, ""median_follow_through"": -0.0466865224552171, ""success_rate"": 0.36, ""unresolved_rate"": 0.0}, ""medium"": {""avg_follow_through"": 0.040971539133017466, ""count"": 5, ""failed_follow_through_rate"": 0.0, ""failure_rate"": 0.0, ""false_breakout_rate"": 0.0, ""median_follow_through"": 0.01777224806098917, ""success_rate"": 0.6, ""unresolved_rate"": 0.4}}","{""fast_false_breakout"": {""avg_follow_through"": -0.04785029143126742, ""count"": 14, ""failed_follow_through_rate"": 0.0, ""failure_rate"": 1.0, ""false_breakout_rate"": 1.0, ""median_follow_through"": -0.05176231586226952, ""success_rate"": 0.0, ""unresolved_rate"": 0.0}, ""late_failure"": {""avg_follow_through"": 0.004393051384034646, ""count"": 2, ""failed_follow_through_rate"": 0.0, ""failure_rate"": 1.0, ""false_breakout_rate"": 0.0, ""median_follow_through"": 0.004393051384034646, ""success_rate"": 0.0, ""unresolved_rate"": 0.0}, ""none"": {""avg_follow_through"": 0.004072175080772494, ""count"": 22, ""failed_follow_through_rate"": 0.0, ""failure_rate"": 0.0, ""false_breakout_rate"": 0.0, ""median_follow_through"": 0.011865088494033232, ""success_rate"": 1.0, ""unresolved_rate"": 0.0}, ""unresolved"": {""avg_follow_through"": 0.014176540921013156, ""count"": 2, ""failed_follow_through_rate"": 0.0, ""failure_rate"": 0.0, ""false_breakout_rate"": 0.0, ""median_follow_through"": 0.014176540921013156, ""success_rate"": 0.0, ""unresolved_rate"": 1.0}}"
