event_id,ticker,zone_id,structural_zone_key,event_timestamp,event_type,direction,price_at_event,boundary_price,close_distance_pct,bar_index,local_bar_index,global_bar_index,touch_count_before_event,meaningful_touch_count_before_event,is_first_meaningful_test,bars_since_last_touch,days_since_last_touch,zone_class,zone_side,zone_timeframe,zone_width_pct,confluence_count,metadata_json,label,success_flag,failure_flag,unresolved_flag,false_breakout_flag,failed_follow_through_flag,breakout_confirmed_flag,hold_outside_flag,target_hit_flag,retest_success_flag,max_favorable_excursion,max_adverse_excursion,follow_through_pct,reentry_flag,bars_to_reentry,bars_to_target,failure_subtype,bars_to_failure,reentry_depth_pct,post_breakout_best_close_pct,move_over_atr,move_over_zone_width,hold_outside_bars,breakout_quality_score,outcome_window_end
AMZN::20250814::resistance::2::test::2025-08-15T00:00:00,AMZN,AMZN::20250814::resistance::2,AMZN::resistance::231.8200::3.3650::vp_D::D,2025-08-15,test,up,231.02999877929688,233.5041080458959,-0.010595570618880598,71,1,71,0,0,True,,,inventory,resistance,D,0.014513163528925087,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-08-14T00:00:00"", ""zone_valid_to"": ""2025-08-20T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AMZN::20250814::resistance::1::retest_up::2025-08-18T00:00:00,AMZN,AMZN::20250814::resistance::1,AMZN::resistance::227.9000::2.8025::vp_D::D,2025-08-18,retest_up,up,231.49000549316406,229.2994907561938,0.009553072838261862,72,2,72,2,2,False,,,inventory,resistance,D,0.0122954304634023,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""retest_up"", ""zone_valid_from"": ""2025-08-14T00:00:00"", ""zone_valid_to"": ""2025-08-20T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AMZN::20250814::resistance::1::failed_breakout_up::2025-08-19T00:00:00,AMZN,AMZN::20250814::resistance::1,AMZN::resistance::227.9000::2.8025::vp_D::D,2025-08-19,failed_breakout_up,up,228.00999450683594,229.2994907561938,-0.005623633288958893,73,3,73,2,2,False,,,inventory,resistance,D,0.0122954304634023,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""failed_breakout_up"", ""zone_valid_from"": ""2025-08-14T00:00:00"", ""zone_valid_to"": ""2025-08-20T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AMZN::20250814::resistance::1::test::2025-08-19T00:00:00,AMZN,AMZN::20250814::resistance::1,AMZN::resistance::227.9000::2.8025::vp_D::D,2025-08-19,test,up,228.00999450683594,229.2994907561938,-0.005623633288958893,73,3,73,3,1,False,1.0,1.0,inventory,resistance,D,0.0122954304634023,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-08-14T00:00:00"", ""zone_valid_to"": ""2025-08-20T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AMZN::20250821::resistance::1::probe::2025-08-22T00:00:00,AMZN,AMZN::20250821::resistance::1,AMZN::resistance::225.1900::2.2525::avwap_D::D,2025-08-22,probe,up,228.83999633789062,226.31582602874494,0.011153308866809373,76,1,76,0,0,True,,,cost,resistance,D,0.009999999999999922,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-08-21T00:00:00"", ""zone_valid_to"": ""2025-08-27T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AMZN::20250821::resistance::1::breakout_up::2025-08-25T00:00:00,AMZN,AMZN::20250821::resistance::1,AMZN::resistance::225.1900::2.2525::avwap_D::D,2025-08-25,breakout_up,up,227.94000244140625,226.31582602874494,0.007176592292114042,77,2,77,1,1,False,1.0,3.0,cost,resistance,D,0.009999999999999922,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""breakout_up"", ""zone_valid_from"": ""2025-08-21T00:00:00"", ""zone_valid_to"": ""2025-08-27T23:59:59.999999""}",failure,0,1,0,1,0,1,1,1,1,0.047863488397188535,0.03452660802357648,-0.031718854304204847,1,5.0,7.0,fast_false_breakout,5.0,2.489374477389227,0.045187342903558615,,4.786348839718891,5.0,-15.43636093514193,2025-09-23
AMZN::20250821::resistance::1::retest_up::2025-08-26T00:00:00,AMZN,AMZN::20250821::resistance::1,AMZN::resistance::225.1900::2.2525::avwap_D::D,2025-08-26,retest_up,up,228.7100067138672,226.31582602874494,0.01057893620227054,78,3,78,2,2,False,,,cost,resistance,D,0.009999999999999922,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""retest_up"", ""zone_valid_from"": ""2025-08-21T00:00:00"", ""zone_valid_to"": ""2025-08-27T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AMZN::20250912::support::3::test::2025-09-12T00:00:00,AMZN,AMZN::20250912::support::3,AMZN::support::227.9200::2.2800::avwap_D::D,2025-09-12,test,down,228.14999389648438,226.77875680309504,0.006046585283029584,90,0,90,0,0,True,,,cost,support,D,0.010000000000000026,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-09-12T00:00:00"", ""zone_valid_to"": ""2025-09-18T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AMZN::20250912::resistance::1::test::2025-09-16T00:00:00,AMZN,AMZN::20250912::resistance::1,"AMZN::resistance::230.4900::6.9950::avwap_D,vp_D,vp_W::D,W",2025-09-16,test,up,234.0500030517578,233.98949014921655,0.0002586137629629127,92,2,92,0,0,True,,,composite,resistance,"D,W",0.030351879622566944,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-09-12T00:00:00"", ""zone_valid_to"": ""2025-09-18T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AMZN::20250919::support::3::probe::2025-09-23T00:00:00,AMZN,AMZN::20250919::support::3,"AMZN::support::230.8250::6.9325::avwap_D,vp_W::D,W",2025-09-23,probe,down,220.7100067138672,227.3563458354407,-0.029233136630301443,97,2,97,0,0,True,,,composite,support,"D,W",0.030037400925027852,2,"{""source_reason"": ""avwap_D,vp_W"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-09-19T00:00:00"", ""zone_valid_to"": ""2025-09-25T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AMZN::20250919::support::3::breakout_down::2025-09-24T00:00:00,AMZN,AMZN::20250919::support::3,"AMZN::support::230.8250::6.9325::avwap_D,vp_W::D,W",2025-09-24,breakout_down,down,220.2100067138672,227.3563458354407,-0.03143232750031084,98,3,98,1,1,False,1.0,1.0,composite,support,"D,W",0.030037400925027852,2,"{""source_reason"": ""avwap_D,vp_W"", ""trigger_rule"": ""breakout_down"", ""zone_valid_from"": ""2025-09-19T00:00:00"", ""zone_valid_to"": ""2025-09-25T23:59:59.999999""}",success,1,0,0,0,0,1,1,1,1,0.04168751489344659,0.03651057191319959,0.010262974872715816,0,,14.0,none,,0.05533560829314955,0.032559889238143604,,1.3878535961715515,11.0,3.9741902825892694,2025-10-22
AMZN::20250919::support::2::test::2025-09-25T00:00:00,AMZN,AMZN::20250919::support::2,"AMZN::support::222.5200::9.2900::avwap_D,vp_W::D,W",2025-09-25,test,down,218.14999389648438,217.8764833975511,0.0012553465829269798,99,4,99,0,0,True,,,composite,support,"D,W",0.04174923772244325,2,"{""source_reason"": ""avwap_D,vp_W"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-09-19T00:00:00"", ""zone_valid_to"": ""2025-09-25T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AMZN::20251003::support::2::test::2025-10-06T00:00:00,AMZN,AMZN::20251003::support::2,"AMZN::support::221.1850::5.5475::avwap_D,vp_D,vp_W::D,W",2025-10-06,test,down,220.89999389648438,218.41375612221788,0.011383155614407703,106,1,106,0,0,True,,,composite,support,"D,W",0.025077408009610697,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-10-03T00:00:00"", ""zone_valid_to"": ""2025-10-09T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AMZN::20251010::support::2::probe::2025-10-10T00:00:00,AMZN,AMZN::20251010::support::2,"AMZN::support::222.6750::9.7025::avwap_D,vp_D,vp_W::D,W",2025-10-10,probe,down,216.3699951171875,217.82375380833943,-0.006674013580865372,110,0,110,0,0,True,,,composite,support,"D,W",0.04357087630657663,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-10-10T00:00:00"", ""zone_valid_to"": ""2025-10-16T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AMZN::20251010::support::2::test::2025-10-13T00:00:00,AMZN,AMZN::20251010::support::2,"AMZN::support::222.6750::9.7025::avwap_D,vp_D,vp_W::D,W",2025-10-13,test,down,220.07000732421875,217.82375380833943,0.01031225234441497,111,1,111,1,1,False,1.0,3.0,composite,support,"D,W",0.04357087630657663,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-10-10T00:00:00"", ""zone_valid_to"": ""2025-10-16T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AMZN::20251010::support::2::breakout_down::2025-10-15T00:00:00,AMZN,AMZN::20251010::support::2,"AMZN::support::222.6750::9.7025::avwap_D,vp_D,vp_W::D,W",2025-10-15,breakout_down,down,215.57000732421875,217.82375380833943,-0.010346651569064997,113,3,113,3,1,False,1.0,1.0,composite,support,"D,W",0.04357087630657663,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""breakout_down"", ""zone_valid_from"": ""2025-10-10T00:00:00"", ""zone_valid_to"": ""2025-10-16T23:59:59.999999""}",failure,0,1,0,1,0,1,1,0,1,0.021060483326391835,0.19961032294524844,-0.13281063529846127,1,4.0,,fast_false_breakout,4.0,3.728688397242849,0.011736391669184198,,0.48336148160538484,4.0,-26.618902344678872,2025-11-12
AMZN::20251010::support::2::probe::2025-10-16T00:00:00,AMZN,AMZN::20251010::support::2,"AMZN::support::222.6750::9.7025::avwap_D,vp_D,vp_W::D,W",2025-10-16,probe,down,214.47000122070312,217.82375380833943,-0.015396633879458506,114,4,114,4,1,False,1.0,1.0,composite,support,"D,W",0.04357087630657663,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-10-10T00:00:00"", ""zone_valid_to"": ""2025-10-16T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AMZN::20251010::support::2::retest_down::2025-10-16T00:00:00,AMZN,AMZN::20251010::support::2,"AMZN::support::222.6750::9.7025::avwap_D,vp_D,vp_W::D,W",2025-10-16,retest_down,down,214.47000122070312,217.82375380833943,-0.015396633879458506,114,4,114,4,2,False,,,composite,support,"D,W",0.04357087630657663,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""retest_down"", ""zone_valid_from"": ""2025-10-10T00:00:00"", ""zone_valid_to"": ""2025-10-16T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AMZN::20251024::resistance::1::probe::2025-10-27T00:00:00,AMZN,AMZN::20251024::resistance::1,AMZN::resistance::224.0000::3.5950::avwap_D::D,2025-10-27,probe,up,226.97000122070312,225.79652565543523,0.005197048811364851,121,1,121,0,0,True,,,cost,resistance,D,0.01605051750980717,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-10-24T00:00:00"", ""zone_valid_to"": ""2025-10-30T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AMZN::20251024::resistance::1::breakout_up::2025-10-28T00:00:00,AMZN,AMZN::20251024::resistance::1,AMZN::resistance::224.0000::3.5950::avwap_D::D,2025-10-28,breakout_up,up,229.25,225.79652565543523,0.015294630130114395,122,2,122,1,1,False,1.0,1.0,cost,resistance,D,0.01605051750980717,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""breakout_up"", ""zone_valid_from"": ""2025-10-24T00:00:00"", ""zone_valid_to"": ""2025-10-30T23:59:59.999999""}",failure,0,1,0,1,0,1,1,1,1,0.12802619892482278,0.06137407775013631,0.001832053081549891,1,2.0,3.0,fast_false_breakout,2.0,2.4077354711366814,0.1079607415485278,,7.976453023810376,2.0,-13.981621779845224,2025-11-25
AMZN::20251024::resistance::2::test::2025-10-29T00:00:00,AMZN,AMZN::20251024::resistance::2,AMZN::resistance::230.1550::3.4600::vp_W::W,2025-10-29,test,up,230.3000030517578,231.886618569692,-0.0068422038654952855,123,3,123,0,0,True,,,inventory,resistance,W,0.015036434824733205,1,"{""source_reason"": ""vp_W"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-10-24T00:00:00"", ""zone_valid_to"": ""2025-10-30T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AMZN::20251024::resistance::1::failed_breakout_up::2025-10-30T00:00:00,AMZN,AMZN::20251024::resistance::1,AMZN::resistance::224.0000::3.5950::avwap_D::D,2025-10-30,failed_breakout_up,up,222.86000061035156,225.79652565543523,-0.013005182593308798,124,4,124,2,2,False,,,cost,resistance,D,0.01605051750980717,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""failed_breakout_up"", ""zone_valid_from"": ""2025-10-24T00:00:00"", ""zone_valid_to"": ""2025-10-30T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AMZN::20251024::resistance::1::test::2025-10-30T00:00:00,AMZN,AMZN::20251024::resistance::1,AMZN::resistance::224.0000::3.5950::avwap_D::D,2025-10-30,test,up,222.86000061035156,225.79652565543523,-0.013005182593308798,124,4,124,3,1,False,1.0,1.0,cost,resistance,D,0.01605051750980717,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-10-24T00:00:00"", ""zone_valid_to"": ""2025-10-30T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AMZN::20251031::resistance::1::probe::2025-10-31T00:00:00,AMZN,AMZN::20251031::resistance::1,"AMZN::resistance::225.5650::14.9675::avwap_D,vp_D,vp_W::D,W",2025-10-31,probe,up,244.22000122070312,233.04868345896404,0.04793555404789992,125,0,125,0,0,True,,,composite,resistance,"D,W",0.06635603407013792,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-10-31T00:00:00"", ""zone_valid_to"": ""2025-11-06T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AMZN::20251031::resistance::1::breakout_up::2025-11-03T00:00:00,AMZN,AMZN::20251031::resistance::1,"AMZN::resistance::225.5650::14.9675::avwap_D,vp_D,vp_W::D,W",2025-11-03,breakout_up,up,254.0,233.04868345896404,0.08990102939038976,126,1,126,1,1,False,1.0,3.0,composite,resistance,"D,W",0.06635603407013792,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""breakout_up"", ""zone_valid_from"": ""2025-10-31T00:00:00"", ""zone_valid_to"": ""2025-11-06T23:59:59.999999""}",success,1,0,0,0,0,1,1,0,1,0.01185043214812992,0.15283467450479823,-0.07708662138210506,1,11.0,,none,,1.062875359679543,-0.01496064193605438,,0.17858861389461714,10.0,-5.384498555955045,2025-12-02
AMZN::20251031::resistance::1::probe::2025-11-06T00:00:00,AMZN,AMZN::20251031::resistance::1,"AMZN::resistance::225.5650::14.9675::avwap_D,vp_D,vp_W::D,W",2025-11-06,probe,up,243.0399932861328,233.04868345896404,0.04287220025822664,129,4,129,4,1,False,1.0,1.0,composite,resistance,"D,W",0.06635603407013792,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-10-31T00:00:00"", ""zone_valid_to"": ""2025-11-06T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AVGO::20250617::resistance::1::probe::2025-06-24T00:00:00,AVGO,AVGO::20250617::resistance::1,"AVGO::resistance::255.3850::15.3375::avwap_D,vp_D::D",2025-06-24,probe,up,263.7699890136719,263.05442189852397,0.002720224621139207,34,4,34,0,0,True,,,composite,resistance,D,0.060056640017109426,2,"{""source_reason"": ""avwap_D,vp_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-06-17T00:00:00"", ""zone_valid_to"": ""2025-06-24T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AVGO::20250702::resistance::1::probe::2025-07-03T00:00:00,AVGO,AVGO::20250702::resistance::1,AVGO::resistance::270.9300::2.7100::avwap_D::D,2025-07-03,probe,up,275.17999267578125,272.2824350482263,0.01064173539891297,41,1,41,0,0,True,,,cost,resistance,D,0.009999999999999865,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-07-02T00:00:00"", ""zone_valid_to"": ""2025-07-09T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AVGO::20250702::resistance::1::breakout_up::2025-07-07T00:00:00,AVGO,AVGO::20250702::resistance::1,AVGO::resistance::270.9300::2.7100::avwap_D::D,2025-07-07,breakout_up,up,274.17999267578125,272.2824350482263,0.006969078366068081,42,2,42,1,1,False,1.0,4.0,cost,resistance,D,0.009999999999999865,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""breakout_up"", ""zone_valid_from"": ""2025-07-02T00:00:00"", ""zone_valid_to"": ""2025-07-09T23:59:59.999999""}",unresolved,0,0,1,0,0,1,0,1,1,0.11952009777022883,0.01677732229337079,0.08585604046155919,0,,6.0,unresolved,,0.1780722621523438,0.10372748997421065,,11.952009777023045,1.0,2.770622880483538,2025-08-04
AVGO::20250702::resistance::1::test::2025-07-08T00:00:00,AVGO,AVGO::20250702::resistance::1,AVGO::resistance::270.9300::2.7100::avwap_D::D,2025-07-08,test,up,271.79998779296875,272.2824350482263,-0.0017718633049984222,43,3,43,2,1,False,1.0,1.0,cost,resistance,D,0.009999999999999865,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-07-02T00:00:00"", ""zone_valid_to"": ""2025-07-09T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AVGO::20250702::resistance::1::retest_up::2025-07-09T00:00:00,AVGO,AVGO::20250702::resistance::1,AVGO::resistance::270.9300::2.7100::avwap_D::D,2025-07-09,retest_up,up,277.8999938964844,272.2824350482263,0.020631367011474985,44,4,44,2,2,False,,,cost,resistance,D,0.009999999999999865,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""retest_up"", ""zone_valid_from"": ""2025-07-02T00:00:00"", ""zone_valid_to"": ""2025-07-09T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AVGO::20250717::support::3::test::2025-07-22T00:00:00,AVGO,AVGO::20250717::support::3,AVGO::support::280.0850::2.8000::avwap_D::D,2025-07-22,test,down,278.5899963378906,278.68367264446476,-0.00033613848161692596,53,3,53,0,0,True,,,cost,support,D,0.010000000000000172,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-07-17T00:00:00"", ""zone_valid_to"": ""2025-07-23T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AVGO::20250814::support::3::test::2025-08-19T00:00:00,AVGO,AVGO::20250814::support::3,AVGO::support::300.7350::15.9175::vp_D::D,2025-08-19,test,down,294.9100036621094,292.77747947216034,0.007283771257931796,73,3,73,0,0,True,,,inventory,support,D,0.05292746128532604,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-08-14T00:00:00"", ""zone_valid_to"": ""2025-08-20T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AVGO::20250814::support::2::test::2025-08-20T00:00:00,AVGO,AVGO::20250814::support::2,"AVGO::support::288.2500::7.4975::avwap_D,vp_D::D",2025-08-20,test,down,291.1700134277344,284.5034314584732,0.023432342924954344,74,4,74,0,0,True,,,composite,support,D,0.026010641043526322,2,"{""source_reason"": ""avwap_D,vp_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-08-14T00:00:00"", ""zone_valid_to"": ""2025-08-20T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AVGO::20250814::support::3::probe::2025-08-20T00:00:00,AVGO,AVGO::20250814::support::3,AVGO::support::300.7350::15.9175::vp_D::D,2025-08-20,probe,down,291.1700134277344,292.77747947216034,-0.005490401950737515,74,4,74,1,1,False,1.0,1.0,inventory,support,D,0.05292746128532604,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-08-14T00:00:00"", ""zone_valid_to"": ""2025-08-20T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AVGO::20250821::support::5::test::2025-08-21T00:00:00,AVGO,AVGO::20250821::support::5,"AVGO::support::289.0550::4.3800::avwap_D,vp_D::D",2025-08-21,test,down,289.6000061035156,286.8659601275126,0.009530743817731903,75,0,75,0,0,True,,,composite,support,D,0.015151833704069782,2,"{""source_reason"": ""avwap_D,vp_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-08-21T00:00:00"", ""zone_valid_to"": ""2025-08-27T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AVGO::20250821::resistance::1::test::2025-08-22T00:00:00,AVGO,AVGO::20250821::resistance::1,AVGO::resistance::295.7650::7.4250::vp_D::D,2025-08-22,test,up,294.0,299.4770594183604,-0.018288744483460122,76,1,76,0,0,True,,,inventory,resistance,D,0.02510467886505804,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-08-21T00:00:00"", ""zone_valid_to"": ""2025-08-27T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AVGO::20250821::resistance::1::probe::2025-08-27T00:00:00,AVGO,AVGO::20250821::resistance::1,AVGO::resistance::295.7650::7.4250::vp_D::D,2025-08-27,probe,up,300.25,299.4770594183604,0.0025809675810921726,79,4,79,2,1,False,1.0,1.0,inventory,resistance,D,0.02510467886505804,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-08-21T00:00:00"", ""zone_valid_to"": ""2025-08-27T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AVGO::20250912::support::4::test::2025-09-17T00:00:00,AVGO,AVGO::20250912::support::4,"AVGO::support::346.8850::10.3350::avwap_D,vp_D::D",2025-09-17,test,down,346.1700134277344,341.71650149981184,0.013032768123212763,93,3,93,0,0,True,,,composite,support,D,0.029797266033847844,2,"{""source_reason"": ""avwap_D,vp_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-09-12T00:00:00"", ""zone_valid_to"": ""2025-09-18T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AVGO::20250919::support::5::test::2025-09-24T00:00:00,AVGO,AVGO::20250919::support::5,AVGO::support::337.5400::7.0450::vp_D::D,2025-09-24,test,down,339.30999755859375,334.01607032775877,0.01584931894336769,98,3,98,0,0,True,,,inventory,support,D,0.020870369590984,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-09-19T00:00:00"", ""zone_valid_to"": ""2025-09-25T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AVGO::20251010::resistance::1::test::2025-10-10T00:00:00,AVGO,AVGO::20251010::resistance::1,AVGO::resistance::345.8300::4.2000::avwap_D::D,2025-10-10,test,up,324.6300048828125,347.9289148366568,-0.06696456937125367,110,0,110,0,0,True,,,cost,resistance,D,0.012146581348104894,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-10-10T00:00:00"", ""zone_valid_to"": ""2025-10-16T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AVGO::20251010::support::5::probe::2025-10-10T00:00:00,AVGO,AVGO::20251010::support::5,"AVGO::support::342.5950::16.0800::avwap_D,vp_D,vp_W::D,W",2025-10-10,probe,down,324.6300048828125,334.55577870368955,-0.02966851703873316,110,0,110,0,0,True,,,composite,support,"D,W",0.04693494654030591,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-10-10T00:00:00"", ""zone_valid_to"": ""2025-10-16T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AVGO::20251010::resistance::1::probe::2025-10-13T00:00:00,AVGO,AVGO::20251010::resistance::1,AVGO::resistance::345.8300::4.2000::avwap_D::D,2025-10-13,probe,up,356.70001220703125,347.9289148366568,0.025209452265535982,111,1,111,1,1,False,1.0,3.0,cost,resistance,D,0.012146581348104894,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-10-10T00:00:00"", ""zone_valid_to"": ""2025-10-16T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AVGO::20251010::resistance::1::breakout_up::2025-10-16T00:00:00,AVGO,AVGO::20251010::resistance::1,AVGO::resistance::345.8300::4.2000::avwap_D::D,2025-10-16,breakout_up,up,354.1499938964844,347.9289148366568,0.017880316336307336,114,4,114,4,1,False,1.0,1.0,cost,resistance,D,0.012146581348104894,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""breakout_up"", ""zone_valid_from"": ""2025-10-10T00:00:00"", ""zone_valid_to"": ""2025-10-16T23:59:59.999999""}",failure,0,1,0,1,0,1,1,1,1,0.09128905166462771,0.05644498257486329,-0.04001124708277713,1,3.0,8.0,fast_false_breakout,3.0,1.89230997048418,0.08987722049530078,,7.515616867693444,3.0,-10.225589247227163,2025-11-13
