event_id,ticker,zone_id,structural_zone_key,event_timestamp,event_type,direction,price_at_event,boundary_price,close_distance_pct,bar_index,local_bar_index,global_bar_index,touch_count_before_event,meaningful_touch_count_before_event,is_first_meaningful_test,bars_since_last_touch,days_since_last_touch,zone_class,zone_side,zone_timeframe,zone_width_pct,confluence_count,metadata_json,label,success_flag,failure_flag,unresolved_flag,false_breakout_flag,failed_follow_through_flag,breakout_confirmed_flag,hold_outside_flag,target_hit_flag,retest_success_flag,max_favorable_excursion,max_adverse_excursion,follow_through_pct,reentry_flag,bars_to_reentry,bars_to_target,failure_subtype,bars_to_failure,reentry_depth_pct,post_breakout_best_close_pct,move_over_atr,move_over_zone_width,hold_outside_bars,breakout_quality_score,outcome_window_end
AAPL::20250625::resistance::1::probe::2025-06-30T00:00:00,AAPL,AAPL::20250625::resistance::1,"AAPL::resistance::201.5850::5.2750::avwap_D,vp_D::D",2025-06-30,probe,up,205.1699981689453,204.22272685368856,0.004638422617554269,38,3,38,0,0,True,,,composite,resistance,D,0.026161433458046182,2,"{""source_reason"": ""avwap_D,vp_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-06-25T00:00:00"", ""zone_valid_to"": ""2025-07-01T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20250625::resistance::1::breakout_up::2025-07-01T00:00:00,AAPL,AAPL::20250625::resistance::1,"AAPL::resistance::201.5850::5.2750::avwap_D,vp_D::D",2025-07-01,breakout_up,up,207.82000732421875,204.22272685368856,0.017614496319537425,39,4,39,1,1,False,1.0,1.0,composite,resistance,D,0.026161433458046182,2,"{""source_reason"": ""avwap_D,vp_D"", ""trigger_rule"": ""breakout_up"", ""zone_valid_from"": ""2025-06-25T00:00:00"", ""zone_valid_to"": ""2025-07-01T23:59:59.999999""}",success,1,0,0,0,0,1,1,1,0,0.04046765521569798,0.0028871431160117276,0.005918562622414663,0,,2.0,none,,0.0,0.031661949477271585,,1.5468439556492188,21.0,3.60467655215698,2025-07-30
AAPL::20250710::resistance::1::test::2025-07-10T00:00:00,AAPL,AAPL::20250710::resistance::1,AAPL::resistance::211.1550::2.1125::avwap_D::D,2025-07-10,test,up,212.41000366210938,212.20883292391088,0.0009479847536347858,45,0,45,0,0,True,,,cost,resistance,D,0.009999999999999938,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-07-10T00:00:00"", ""zone_valid_to"": ""2025-07-16T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20250710::support::3::test::2025-07-14T00:00:00,AAPL,AAPL::20250710::support::3,"AAPL::support::210.0800::3.0250::avwap_D,vp_D::D",2025-07-14,test,down,208.6199951171875,208.56830977201463,0.0002478101550008618,47,2,47,0,0,True,,,composite,support,D,0.014402520242310162,2,"{""source_reason"": ""avwap_D,vp_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-07-10T00:00:00"", ""zone_valid_to"": ""2025-07-16T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20250710::resistance::1::test::2025-07-16T00:00:00,AAPL,AAPL::20250710::resistance::1,AAPL::resistance::211.1550::2.1125::avwap_D::D,2025-07-16,test,up,210.16000366210938,212.20883292391088,-0.009654778425439645,49,4,49,1,1,False,4.0,6.0,cost,resistance,D,0.009999999999999938,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-07-10T00:00:00"", ""zone_valid_to"": ""2025-07-16T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20250717::resistance::1::test::2025-07-21T00:00:00,AAPL,AAPL::20250717::resistance::1,"AAPL::resistance::210.5000::5.6325::avwap_D,vp_D,vp_W::D,W",2025-07-21,test,up,212.47999572753906,213.31499372959138,-0.003914389642533993,52,2,52,0,0,True,,,composite,resistance,"D,W",0.02675381812048468,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-07-17T00:00:00"", ""zone_valid_to"": ""2025-07-23T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20250717::resistance::1::probe::2025-07-22T00:00:00,AAPL,AAPL::20250717::resistance::1,"AAPL::resistance::210.5000::5.6325::avwap_D,vp_D,vp_W::D,W",2025-07-22,probe,up,214.39999389648438,213.31499372959138,0.005086375542210577,53,3,53,1,1,False,1.0,1.0,composite,resistance,"D,W",0.02675381812048468,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-07-17T00:00:00"", ""zone_valid_to"": ""2025-07-23T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20250717::resistance::1::breakout_up::2025-07-23T00:00:00,AAPL,AAPL::20250717::resistance::1,"AAPL::resistance::210.5000::5.6325::avwap_D,vp_D,vp_W::D,W",2025-07-23,breakout_up,up,214.14999389648438,213.31499372959138,0.003914399791097122,54,4,54,2,1,False,1.0,1.0,composite,resistance,"D,W",0.02675381812048468,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""breakout_up"", ""zone_valid_from"": ""2025-07-17T00:00:00"", ""zone_valid_to"": ""2025-07-23T23:59:59.999999""}",failure,0,1,0,1,0,1,1,1,1,0.09792202576872164,0.0590707179875014,0.05538174619834189,1,4.0,11.0,fast_false_breakout,4.0,1.9417002904648855,0.08956342975121226,,3.6601140565333132,4.0,-10.554382066031867,2025-08-20
AAPL::20250724::support::2::test::2025-07-30T00:00:00,AAPL,AAPL::20250724::support::2,"AAPL::support::211.4550::6.7100::avwap_D,vp_D,vp_W::D,W",2025-07-30,test,down,209.0500030517578,208.10216744422914,0.004554664755150576,59,4,59,0,0,True,,,composite,support,"D,W",0.031734175897696754,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-07-24T00:00:00"", ""zone_valid_to"": ""2025-07-30T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20250731::support::3::probe::2025-08-01T00:00:00,AAPL,AAPL::20250731::support::3,AAPL::support::205.8800::3.6200::avwap_D::D,2025-08-01,probe,down,202.3800048828125,204.07039415284245,-0.008283363576805286,61,1,61,0,0,True,,,cost,support,D,0.017577817057758897,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-07-31T00:00:00"", ""zone_valid_to"": ""2025-08-06T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20250731::support::3::breakout_down::2025-08-04T00:00:00,AAPL,AAPL::20250731::support::3,AAPL::support::205.8800::3.6200::avwap_D::D,2025-08-04,breakout_down,down,203.35000610351562,204.07039415284245,-0.003530095839317486,62,2,62,1,1,False,1.0,3.0,cost,support,D,0.017577817057758897,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""breakout_down"", ""zone_valid_from"": ""2025-07-31T00:00:00"", ""zone_valid_to"": ""2025-08-06T23:59:59.999999""}",failure,0,1,0,1,0,1,1,0,0,0.005851991176240622,0.1562330369318962,-0.12967786735036443,1,2.0,,fast_false_breakout,2.0,8.085180283034859,0.0021146197278765575,,0.3329191080446213,2.0,-62.422922352516466,2025-09-02
AAPL::20250731::support::3::retest_down::2025-08-05T00:00:00,AAPL,AAPL::20250731::support::3,AAPL::support::205.8800::3.6200::avwap_D::D,2025-08-05,retest_down,down,202.9199981689453,204.07039415284245,-0.005637250756890928,63,3,63,2,2,False,,,cost,support,D,0.017577817057758897,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""retest_down"", ""zone_valid_from"": ""2025-07-31T00:00:00"", ""zone_valid_to"": ""2025-08-06T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20250731::support::3::failed_breakout_down::2025-08-06T00:00:00,AAPL,AAPL::20250731::support::3,AAPL::support::205.8800::3.6200::avwap_D::D,2025-08-06,failed_breakout_down,down,213.25,204.07039415284245,0.04498254577918982,64,4,64,2,2,False,,,cost,support,D,0.017577817057758897,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""failed_breakout_down"", ""zone_valid_from"": ""2025-07-31T00:00:00"", ""zone_valid_to"": ""2025-08-06T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20250807::resistance::1::probe::2025-08-07T00:00:00,AAPL,AAPL::20250807::resistance::1,AAPL::resistance::213.8450::4.2200::vp_D::D,2025-08-07,probe,up,220.02999877929688,215.95673010031382,0.01886150377018112,65,0,65,0,0,True,,,inventory,resistance,D,0.019738304189381863,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-08-07T00:00:00"", ""zone_valid_to"": ""2025-08-13T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20250807::resistance::1::breakout_up::2025-08-08T00:00:00,AAPL,AAPL::20250807::resistance::1,AAPL::resistance::213.8450::4.2200::vp_D::D,2025-08-08,breakout_up,up,229.35000610351562,215.95673010031382,0.06201833115819317,66,1,66,1,1,False,1.0,1.0,inventory,resistance,D,0.019738304189381863,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""breakout_up"", ""zone_valid_from"": ""2025-08-07T00:00:00"", ""zone_valid_to"": ""2025-08-13T23:59:59.999999""}",success,1,0,0,0,0,1,1,1,0,0.05219097842666088,0.02428605701324797,0.03719205821798372,0,,17.0,none,,0.0,0.04547631305086489,,2.6441470313714586,21.0,3.721909784266609,2025-09-08
AAPL::20250807::resistance::1::probe::2025-08-13T00:00:00,AAPL,AAPL::20250807::resistance::1,AAPL::resistance::213.8450::4.2200::vp_D::D,2025-08-13,probe,up,233.3300018310547,215.95673010031382,0.08044792918780919,69,4,69,4,1,False,1.0,1.0,inventory,resistance,D,0.019738304189381863,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-08-07T00:00:00"", ""zone_valid_to"": ""2025-08-13T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20250814::support::3::probe::2025-08-20T00:00:00,AAPL,AAPL::20250814::support::3,"AAPL::support::229.3700::3.7625::avwap_D,vp_D::D",2025-08-20,probe,down,226.00999450683594,227.48964302980957,-0.006504245658250669,74,4,74,0,0,True,,,composite,support,D,0.016407649706601118,2,"{""source_reason"": ""avwap_D,vp_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-08-14T00:00:00"", ""zone_valid_to"": ""2025-08-20T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20250912::resistance::1::probe::2025-09-12T00:00:00,AAPL,AAPL::20250912::resistance::1,AAPL::resistance::231.1900::2.3125::avwap_D::D,2025-09-12,probe,up,234.07000732421875,232.34683417008725,0.0074163831854496855,90,0,90,0,0,True,,,cost,resistance,D,0.009999999999999978,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-09-12T00:00:00"", ""zone_valid_to"": ""2025-09-18T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20250912::resistance::1::breakout_up::2025-09-15T00:00:00,AAPL,AAPL::20250912::resistance::1,AAPL::resistance::231.1900::2.3125::avwap_D::D,2025-09-15,breakout_up,up,236.6999969482422,232.34683417008725,0.018735623378316607,91,1,91,1,1,False,1.0,3.0,cost,resistance,D,0.009999999999999978,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""breakout_up"", ""zone_valid_from"": ""2025-09-12T00:00:00"", ""zone_valid_to"": ""2025-09-18T23:59:59.999999""}",success,1,0,0,0,0,1,1,1,0,0.09522599736687577,0.0016053638737753243,0.046303366519534636,0,,4.0,none,,0.0,0.09024081489541476,,9.5225997366876,21.0,4.152259973668758,2025-10-13
AAPL::20250912::resistance::2::probe::2025-09-15T00:00:00,AAPL,AAPL::20250912::resistance::2,AAPL::resistance::233.6850::2.3375::avwap_D::D,2025-09-15,probe,up,236.6999969482422,234.85285399620852,0.007865107536923883,91,1,91,0,0,True,,,cost,resistance,D,0.010000000000000085,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-09-12T00:00:00"", ""zone_valid_to"": ""2025-09-18T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20250912::resistance::2::breakout_up::2025-09-16T00:00:00,AAPL,AAPL::20250912::resistance::2,AAPL::resistance::233.6850::2.3375::avwap_D::D,2025-09-16,breakout_up,up,238.14999389648438,234.85285399620852,0.014039173227714238,92,2,92,1,1,False,1.0,1.0,cost,resistance,D,0.010000000000000085,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""breakout_up"", ""zone_valid_from"": ""2025-09-12T00:00:00"", ""zone_valid_to"": ""2025-09-18T23:59:59.999999""}",success,1,0,0,0,0,1,1,1,0,0.08855761863700791,0.006298551494618129,0.040394753821232726,0,,3.0,none,,0.0,0.08360278888255429,,8.855761863700716,21.0,4.085576186370079,2025-10-14
AAPL::20250912::resistance::3::test::2025-09-16T00:00:00,AAPL,AAPL::20250912::resistance::3,AAPL::resistance::237.3000::3.1050::vp_D::D,2025-09-16,test,up,238.14999389648438,238.85242409388226,-0.002940854379278955,92,2,92,0,0,True,,,inventory,resistance,D,0.013079711669953684,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-09-12T00:00:00"", ""zone_valid_to"": ""2025-09-18T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20250912::resistance::1::probe::2025-09-18T00:00:00,AAPL,AAPL::20250912::resistance::1,AAPL::resistance::231.1900::2.3125::avwap_D::D,2025-09-18,probe,up,237.8800048828125,232.34683417008725,0.02381427202349892,94,4,94,4,1,False,1.0,1.0,cost,resistance,D,0.009999999999999978,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-09-12T00:00:00"", ""zone_valid_to"": ""2025-09-18T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20250919::resistance::1::probe::2025-09-19T00:00:00,AAPL,AAPL::20250919::resistance::1,AAPL::resistance::238.2150::5.6700::vp_D::D,2025-09-19,probe,up,245.5,241.0494431781769,0.018463252862747286,95,0,95,0,0,True,,,inventory,resistance,D,0.023805556099503678,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-09-19T00:00:00"", ""zone_valid_to"": ""2025-09-25T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20250919::resistance::1::breakout_up::2025-09-22T00:00:00,AAPL,AAPL::20250919::resistance::1,AAPL::resistance::238.2150::5.6700::vp_D::D,2025-09-22,breakout_up,up,256.0799865722656,241.0494431781769,0.06235460740300731,96,1,96,1,1,False,1.0,3.0,inventory,resistance,D,0.023805556099503678,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""breakout_up"", ""zone_valid_from"": ""2025-09-19T00:00:00"", ""zone_valid_to"": ""2025-09-25T23:59:59.999999""}",success,1,0,0,0,0,1,1,1,0,0.03241181953203756,0.047172708550797506,0.02405499837985592,0,,20.0,none,,0.0,0.02405499837985592,,1.3615233097920916,21.0,3.524118195320376,2025-10-20
AAPL::20250919::resistance::1::probe::2025-09-25T00:00:00,AAPL,AAPL::20250919::resistance::1,AAPL::resistance::238.2150::5.6700::vp_D::D,2025-09-25,probe,up,256.8699951171875,241.0494431781769,0.06563197877755109,99,4,99,4,1,False,1.0,1.0,inventory,resistance,D,0.023805556099503678,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-09-19T00:00:00"", ""zone_valid_to"": ""2025-09-25T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20251017::resistance::1::probe::2025-10-20T00:00:00,AAPL,AAPL::20251017::resistance::1,"AAPL::resistance::255.0400::8.5775::avwap_D,vp_D,vp_W::D,W",2025-10-20,probe,up,262.239990234375,259.32901335716247,0.011225033556902377,116,1,116,0,0,True,,,composite,resistance,"D,W",0.03363658341453359,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-10-17T00:00:00"", ""zone_valid_to"": ""2025-10-23T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20251017::resistance::1::breakout_up::2025-10-21T00:00:00,AAPL,AAPL::20251017::resistance::1,"AAPL::resistance::255.0400::8.5775::avwap_D,vp_D,vp_W::D,W",2025-10-21,breakout_up,up,262.7699890136719,259.32901335716247,0.013268764693791912,117,2,117,1,1,False,1.0,1.0,composite,resistance,"D,W",0.03363658341453359,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""breakout_up"", ""zone_valid_from"": ""2025-10-17T00:00:00"", ""zone_valid_to"": ""2025-10-23T23:59:59.999999""}",unresolved,0,0,1,0,0,1,0,1,1,0.05537168976244787,0.027933160729053903,0.01777224806098917,0,,6.0,unresolved,,0.10246364689242307,0.047494049960472434,,1.6461746153006442,1.0,2.734007722485094,2025-11-18
AAPL::20251017::resistance::1::test::2025-10-22T00:00:00,AAPL,AAPL::20251017::resistance::1,"AAPL::resistance::255.0400::8.5775::avwap_D,vp_D,vp_W::D,W",2025-10-22,test,up,258.45001220703125,259.32901335716247,-0.003389521051856264,118,3,118,2,1,False,1.0,1.0,composite,resistance,"D,W",0.03363658341453359,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-10-17T00:00:00"", ""zone_valid_to"": ""2025-10-23T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20251017::resistance::1::retest_up::2025-10-23T00:00:00,AAPL,AAPL::20251017::resistance::1,"AAPL::resistance::255.0400::8.5775::avwap_D,vp_D,vp_W::D,W",2025-10-23,retest_up,up,259.5799865722656,259.32901335716247,0.0009677791615144277,119,4,119,2,2,False,,,composite,resistance,"D,W",0.03363658341453359,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""retest_up"", ""zone_valid_from"": ""2025-10-17T00:00:00"", ""zone_valid_to"": ""2025-10-23T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20251024::resistance::1::probe::2025-10-27T00:00:00,AAPL,AAPL::20251024::resistance::1,"AAPL::resistance::262.1300::5.4975::avwap_D,vp_D::D",2025-10-27,probe,up,268.80999755859375,264.87900015195214,0.01484072880215694,121,1,121,0,0,True,,,composite,resistance,D,0.02096992392818902,2,"{""source_reason"": ""avwap_D,vp_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-10-24T00:00:00"", ""zone_valid_to"": ""2025-10-30T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20251024::resistance::1::breakout_up::2025-10-28T00:00:00,AAPL,AAPL::20251024::resistance::1,"AAPL::resistance::262.1300::5.4975::avwap_D,vp_D::D",2025-10-28,breakout_up,up,269.0,264.87900015195214,0.01555804667672326,122,2,122,1,1,False,1.0,1.0,composite,resistance,D,0.02096992392818902,2,"{""source_reason"": ""avwap_D,vp_D"", ""trigger_rule"": ""breakout_up"", ""zone_valid_from"": ""2025-10-24T00:00:00"", ""zone_valid_to"": ""2025-10-30T23:59:59.999999""}",success,1,0,0,0,0,1,1,1,1,0.042304850865473975,0.013680270170190521,0.02962825732603392,0,,3.0,none,,0.0,0.02962825732603392,,2.0174060244732352,21.0,4.423048508654739,2025-11-25
AAPL::20251031::support::3::test::2025-11-03T00:00:00,AAPL,AAPL::20251031::support::3,AAPL::support::268.9050::3.3050::vp_D::D,2025-11-03,test,down,269.04998779296875,267.2511199792226,0.006731001965065646,126,1,126,0,0,True,,,inventory,support,D,0.012290938773842738,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-10-31T00:00:00"", ""zone_valid_to"": ""2025-11-06T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20251107::support::4::test::2025-11-07T00:00:00,AAPL,AAPL::20251107::support::4,AAPL::support::269.5100::4.9250::vp_W::W,2025-11-07,test,down,268.4700012207031,267.04911211967465,0.0053207033333693525,130,0,130,0,0,True,,,inventory,support,W,0.018277304718477286,1,"{""source_reason"": ""vp_W"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-11-07T00:00:00"", ""zone_valid_to"": ""2025-11-13T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20251107::resistance::1::test::2025-11-10T00:00:00,AAPL,AAPL::20251107::resistance::1,"AAPL::resistance::269.8150::6.7925::avwap_D,vp_D::D",2025-11-10,test,up,269.42999267578125,273.2107479858399,-0.013838237836289569,131,1,131,0,0,True,,,composite,resistance,D,0.025172444266625682,2,"{""source_reason"": ""avwap_D,vp_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-11-07T00:00:00"", ""zone_valid_to"": ""2025-11-13T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20251107::resistance::1::probe::2025-11-11T00:00:00,AAPL,AAPL::20251107::resistance::1,"AAPL::resistance::269.8150::6.7925::avwap_D,vp_D::D",2025-11-11,probe,up,275.25,273.2107479858399,0.007464025589014596,132,2,132,1,1,False,1.0,1.0,composite,resistance,D,0.025172444266625682,2,"{""source_reason"": ""avwap_D,vp_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-11-07T00:00:00"", ""zone_valid_to"": ""2025-11-13T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20251114::support::3::test::2025-11-17T00:00:00,AAPL,AAPL::20251114::support::3,"AAPL::support::270.4350::8.9650::avwap_D,vp_D,vp_W::D,W",2025-11-17,test,down,267.4599914550781,265.9511718988419,0.005673295385252647,136,1,136,0,0,True,,,composite,support,"D,W",0.03314955870675052,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-11-14T00:00:00"", ""zone_valid_to"": ""2025-11-20T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20251121::resistance::1::probe::2025-11-24T00:00:00,AAPL,AAPL::20251121::resistance::1,"AAPL::resistance::269.8300::9.1200::avwap_D,vp_D,vp_W::D,W",2025-11-24,probe,up,275.9200134277344,274.3883158636093,0.005582225902382926,141,1,141,0,0,True,,,composite,resistance,"D,W",0.033797523861062974,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-11-21T00:00:00"", ""zone_valid_to"": ""2025-11-30T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AAPL::20251121::resistance::1::breakout_up::2025-11-25T00:00:00,AAPL,AAPL::20251121::resistance::1,"AAPL::resistance::269.8300::9.1200::avwap_D,vp_D,vp_W::D,W",2025-11-25,breakout_up,up,276.9700012207031,274.3883158636093,0.009408874969651043,142,2,142,1,1,False,1.0,1.0,composite,resistance,"D,W",0.033797523861062974,3,"{""source_reason"": ""avwap_D,vp_D,vp_W"", ""trigger_rule"": ""breakout_up"", ""zone_valid_from"": ""2025-11-21T00:00:00"", ""zone_valid_to"": ""2025-11-30T23:59:59.999999""}",success,1,0,0,0,0,1,1,1,0,0.042062294996349066,0.0035383289959521817,0.013467202115350648,0,,4.0,none,,0.0,0.03328880810220375,,1.2445377705556608,7.0,3.620622949963491,2025-12-04
AMD::20250702::resistance::1::test::2025-07-02T00:00:00,AMD,AMD::20250702::resistance::1,AMD::resistance::137.3350::2.0925::vp_D::D,2025-07-02,test,up,138.52000427246094,138.38321798006695,0.0009884601210364645,40,0,40,0,0,True,,,inventory,resistance,D,0.015228968626739205,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-07-02T00:00:00"", ""zone_valid_to"": ""2025-07-09T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AMD::20250702::support::4::test::2025-07-07T00:00:00,AMD,AMD::20250702::support::4,AMD::support::134.1950::1.3425::avwap_D::D,2025-07-07,test,down,134.8000030517578,133.52240148329136,0.00956844360402196,42,2,42,0,0,True,,,cost,support,D,0.010000000000000158,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-07-02T00:00:00"", ""zone_valid_to"": ""2025-07-09T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AMD::20250702::resistance::1::test::2025-07-09T00:00:00,AMD,AMD::20250702::resistance::1,AMD::resistance::137.3350::2.0925::vp_D::D,2025-07-09,test,up,138.41000366210938,138.38321798006695,0.00019356163582124678,44,4,44,3,1,False,1.0,1.0,inventory,resistance,D,0.015228968626739205,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-07-02T00:00:00"", ""zone_valid_to"": ""2025-07-09T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AMD::20250710::resistance::1::probe::2025-07-10T00:00:00,AMD,AMD::20250710::resistance::1,AMD::resistance::139.4150::1.3950::avwap_D::D,2025-07-10,probe,up,144.16000366210938,140.11457978152242,0.028872255027955637,45,0,45,0,0,True,,,cost,resistance,D,0.009999999999999915,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-07-10T00:00:00"", ""zone_valid_to"": ""2025-07-16T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
AMD::20250710::resistance::2::test::2025-07-10T00:00:00,AMD,AMD::20250710::resistance::2,AMD::resistance::143.3250::3.4775::vp_D::D,2025-07-10,test,up,144.16000366210938,145.0617646741867,-0.00621639350729463,45,0,45,0,0,True,,,inventory,resistance,D,0.02425550537065767,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-07-10T00:00:00"", ""zone_valid_to"": ""2025-07-16T23:59:59.999999""}",not_applicable,0,0,0,0,0,0,0,0,0,,,,0,,,not_applicable,,,,,,,,
