total_events,success_rate,failure_rate,unresolved_rate,false_breakout_rate,avg_follow_through,avg_mfe,avg_mae,by_zone_class,by_first_test_flag,by_timeframe,by_confluence_bucket
36,0.5833333333333334,0.4166666666666667,0.0,0.4166666666666667,0.04705305130602331,0.10602424557249543,0.036291127494756964,"{""composite"": {""avg_follow_through"": -0.005474006488167946, ""count"": 11, ""failure_rate"": 0.5454545454545454, ""success_rate"": 0.45454545454545453, ""unresolved_rate"": 0.0}, ""cost"": {""avg_follow_through"": 0.07298132045134176, ""count"": 17, ""failure_rate"": 0.35294117647058826, ""success_rate"": 0.6470588235294118, ""unresolved_rate"": 0.0}, ""inventory"": {""avg_follow_through"": 0.06418018383923459, ""count"": 8, ""failure_rate"": 0.375, ""success_rate"": 0.625, ""unresolved_rate"": 0.0}}","{""repeated_test"": {""avg_follow_through"": 0.04705305130602331, ""count"": 36, ""failure_rate"": 0.4166666666666667, ""success_rate"": 0.5833333333333334, ""unresolved_rate"": 0.0}}","{""D"": {""avg_follow_through"": 0.03857309625167168, ""count"": 21, ""failure_rate"": 0.47619047619047616, ""success_rate"": 0.5238095238095238, ""unresolved_rate"": 0.0}, ""D,W"": {""avg_follow_through"": -0.008034281627346145, ""count"": 9, ""failure_rate"": 0.4444444444444444, ""success_rate"": 0.5555555555555556, ""unresolved_rate"": 0.0}, ""W"": {""avg_follow_through"": 0.15936389339630824, ""count"": 6, ""failure_rate"": 0.16666666666666666, ""success_rate"": 0.8333333333333334, ""unresolved_rate"": 0.0}}","{""3-source+"": {""avg_follow_through"": 0.048967250169319895, ""count"": 5, ""failure_rate"": 0.4, ""success_rate"": 0.6, ""unresolved_rate"": 0.0}, ""double-source"": {""avg_follow_through"": -0.05084172036940782, ""count"": 6, ""failure_rate"": 0.6666666666666666, ""success_rate"": 0.3333333333333333, ""unresolved_rate"": 0.0}, ""single-source"": {""avg_follow_through"": 0.07016495673546747, ""count"": 25, ""failure_rate"": 0.36, ""success_rate"": 0.64, ""unresolved_rate"": 0.0}}"
