event_id,ticker,zone_id,structural_zone_key,event_timestamp,event_type,direction,price_at_event,boundary_price,close_distance_pct,bar_index,local_bar_index,global_bar_index,touch_count_before_event,meaningful_touch_count_before_event,is_first_meaningful_test,bars_since_last_touch,days_since_last_touch,zone_class,zone_side,zone_timeframe,zone_width_pct,confluence_count,metadata_json,defense_label,hold_flag,failed_hold_flag,defense_unresolved_flag,reversal_strength_pct,max_rejection_excursion,max_penetration_excursion,bars_to_reversal,close_back_from_edge_flag,zone_defense_score
NVDA::20251024::resistance::1::probe::2025-10-24T00:00:00,NVDA,NVDA::20251024::resistance::1,"NVDA::resistance::182.2600::4.4100::avwap_D,vp_D::D",2025-10-24,probe,up,186.25999450683594,184.46211553573607,0.009746602796342521,120,0,120,0,0,True,,,composite,resistance,D,0.024190074156464698,2,"{""source_reason"": ""avwap_D,vp_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-10-24T00:00:00"", ""zone_valid_to"": ""2025-10-30T23:59:59.999999""}",failed_hold,0,1,0,0.0715666392364543,0.0715666392364543,0.15031751546999045,10.0,1,-4.368737313953806
NVDA::20251024::resistance::1::breakout_up::2025-10-27T00:00:00,NVDA,NVDA::20251024::resistance::1,"NVDA::resistance::182.2600::4.4100::avwap_D,vp_D::D",2025-10-27,breakout_up,up,191.49000549316406,184.46211553573607,0.038099367650732956,121,1,121,1,1,False,1.0,3.0,composite,resistance,D,0.024190074156464698,2,"{""source_reason"": ""avwap_D,vp_D"", ""trigger_rule"": ""breakout_up"", ""zone_valid_from"": ""2025-10-24T00:00:00"", ""zone_valid_to"": ""2025-10-30T23:59:59.999999""}",not_applicable,0,0,0,,,,,0,
NVDA::20251024::resistance::2::probe::2025-10-27T00:00:00,NVDA,NVDA::20251024::resistance::2,NVDA::resistance::187.4350::5.3175::vp_D::D,2025-10-27,probe,up,191.49000549316406,190.09475317955017,0.007339772877876527,121,1,121,0,0,True,,,inventory,resistance,D,0.028374148866575525,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-10-24T00:00:00"", ""zone_valid_to"": ""2025-10-30T23:59:59.999999""}",failed_hold,0,1,0,0.09692418551862948,0.09692418551862948,0.1162328201714566,8.0,1,0.8937929381464205
NVDA::20251024::resistance::2::breakout_up::2025-10-28T00:00:00,NVDA,NVDA::20251024::resistance::2,NVDA::resistance::187.4350::5.3175::vp_D::D,2025-10-28,breakout_up,up,201.02999877929688,190.09475317955017,0.05752523631947928,122,2,122,1,1,False,1.0,1.0,inventory,resistance,D,0.028374148866575525,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""breakout_up"", ""zone_valid_from"": ""2025-10-24T00:00:00"", ""zone_valid_to"": ""2025-10-30T23:59:59.999999""}",not_applicable,0,0,0,,,,,0,
NVDA::20251024::resistance::1::probe::2025-10-30T00:00:00,NVDA,NVDA::20251024::resistance::1,"NVDA::resistance::182.2600::4.4100::avwap_D,vp_D::D",2025-10-30,probe,up,202.88999938964844,184.46211553573607,0.09990064247280253,124,4,124,4,1,False,1.0,1.0,composite,resistance,D,0.024190074156464698,2,"{""source_reason"": ""avwap_D,vp_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-10-24T00:00:00"", ""zone_valid_to"": ""2025-10-30T23:59:59.999999""}",failed_hold,0,1,0,0.16432547901910857,0.16432547901910857,0.14570949012534481,3.0,1,5.275788691883273
NVDA::20251031::resistance::1::test::2025-10-31T00:00:00,NVDA,NVDA::20251031::resistance::1,NVDA::resistance::206.3450::2.0625::avwap_D::D,2025-10-31,test,up,202.49000549316406,207.37855528503684,-0.023573072852945583,125,0,125,0,0,True,,,cost,resistance,D,0.010000000000000026,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-10-31T00:00:00"", ""zone_valid_to"": ""2025-11-06T23:59:59.999999""}",failed_hold,0,1,0,0.16267470762905523,0.16267470762905523,0.01910246239013904,2.0,1,15.239273771694398
NVDA::20251107::resistance::1::probe::2025-11-10T00:00:00,NVDA,NVDA::20251107::resistance::1,NVDA::resistance::188.6650::1.8875::avwap_D::D,2025-11-10,probe,up,199.0500030517578,189.60692876623634,0.04980342409935719,131,1,131,0,0,True,,,cost,resistance,D,0.009999999999999945,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-11-07T00:00:00"", ""zone_valid_to"": ""2025-11-13T23:59:59.999999""}",failed_hold,0,1,0,0.14820396657984117,0.14820396657984117,0.03371749795939994,1.0,1,12.622996821232123
NVDA::20251107::resistance::2::probe::2025-11-10T00:00:00,NVDA,NVDA::20251107::resistance::2,NVDA::resistance::191.9000::1.9200::avwap_D::D,2025-11-10,probe,up,199.0500030517578,192.85803379784068,0.03210635892102756,131,1,131,0,0,True,,,cost,resistance,D,0.009999999999999893,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-11-07T00:00:00"", ""zone_valid_to"": ""2025-11-13T23:59:59.999999""}",failed_hold,0,1,0,0.14820396657984117,0.14820396657984117,0.016291601341600438,1.0,1,14.017068550656083
NVDA::20251107::resistance::1::breakout_up::2025-11-11T00:00:00,NVDA,NVDA::20251107::resistance::1,NVDA::resistance::188.6650::1.8875::avwap_D::D,2025-11-11,breakout_up,up,193.16000366210938,189.60692876623634,0.018739161690939962,132,2,132,1,1,False,1.0,1.0,cost,resistance,D,0.009999999999999945,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""breakout_up"", ""zone_valid_from"": ""2025-11-07T00:00:00"", ""zone_valid_to"": ""2025-11-13T23:59:59.999999""}",not_applicable,0,0,0,,,,,0,
NVDA::20251107::resistance::1::failed_breakout_up::2025-11-13T00:00:00,NVDA,NVDA::20251107::resistance::1,NVDA::resistance::188.6650::1.8875::avwap_D::D,2025-11-13,failed_breakout_up,up,186.86000061035156,189.60692876623634,-0.014487488267221618,134,4,134,2,2,False,,,cost,resistance,D,0.009999999999999945,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""failed_breakout_up"", ""zone_valid_from"": ""2025-11-07T00:00:00"", ""zone_valid_to"": ""2025-11-13T23:59:59.999999""}",not_applicable,0,0,0,,,,,0,
NVDA::20251107::resistance::1::test::2025-11-13T00:00:00,NVDA,NVDA::20251107::resistance::1,NVDA::resistance::188.6650::1.8875::avwap_D::D,2025-11-13,test,up,186.86000061035156,189.60692876623634,-0.014487488267221618,134,4,134,3,1,False,1.0,1.0,cost,resistance,D,0.009999999999999945,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-11-07T00:00:00"", ""zone_valid_to"": ""2025-11-13T23:59:59.999999""}",failed_hold,0,1,0,0.09263618485525586,0.09263618485525586,0.03371749795939994,1.0,1,7.066218648773592
NVDA::20251114::resistance::1::probe::2025-11-14T00:00:00,NVDA,NVDA::20251114::resistance::1,NVDA::resistance::188.9650::1.8900::avwap_D::D,2025-11-14,probe,up,190.1699981689453,189.90904602790832,0.0013740901052109256,135,0,135,0,0,True,,,cost,resistance,D,0.009999999999999915,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-11-14T00:00:00"", ""zone_valid_to"": ""2025-11-20T23:59:59.999999""}",failed_hold,0,1,0,0.10842927546788364,0.10842927546788364,0.032073005996757935,1.0,1,8.777087067047729
NVDA::20251114::resistance::1::test::2025-11-20T00:00:00,NVDA,NVDA::20251114::resistance::1,NVDA::resistance::188.9650::1.8900::avwap_D::D,2025-11-20,test,up,180.63999938964844,189.90904602790832,-0.04880782054425009,139,4,139,1,1,False,4.0,6.0,cost,resistance,D,0.009999999999999915,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-11-14T00:00:00"", ""zone_valid_to"": ""2025-11-20T23:59:59.999999""}",hold,1,0,0,0.06139280544376561,0.06139280544376561,0.0,1.0,1,6.639280544376561
NVDA::20251114::resistance::2::test::2025-11-20T00:00:00,NVDA,NVDA::20251114::resistance::2,"NVDA::resistance::193.0800::4.7350::avwap_D,vp_D::D",2025-11-20,test,up,180.63999938964844,195.44681534290314,-0.0757587987672082,139,4,139,0,0,True,,,composite,resistance,D,0.024529291166375297,2,"{""source_reason"": ""avwap_D,vp_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-11-14T00:00:00"", ""zone_valid_to"": ""2025-11-20T23:59:59.999999""}",hold,1,0,0,0.06139280544376561,0.06139280544376561,0.0,1.0,1,6.639280544376561
NVDA::20251121::support::2::test::2025-11-25T00:00:00,NVDA,NVDA::20251121::support::2,NVDA::support::172.5800::2.8925::avwap_D::D,2025-11-25,test,down,177.82000732421875,171.13480142702852,0.0390639767098499,142,2,142,0,0,True,,,cost,support,D,0.01676728931636898,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-11-21T00:00:00"", ""zone_valid_to"": ""2025-11-30T23:59:59.999999""}",hold,1,0,0,0.04408950632645055,0.04408950632645055,0.0,1.0,1,4.9089506326450545
NVDA::20251201::resistance::1::probe::2025-12-01T00:00:00,NVDA,NVDA::20251201::resistance::1,NVDA::resistance::177.2000::1.7725::avwap_D::D,2025-12-01,probe,up,179.9199981689453,178.08703569299846,0.010292509327330673,145,0,145,0,0,True,,,cost,resistance,D,0.009999999999999853,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-12-01T00:00:00"", ""zone_valid_to"": ""2025-12-03T23:59:59.999999""}",failed_hold,0,1,0,0.004501987365702173,0.004501987365702173,0.04252397115624881,,0,-2.951718955929688
NVDA::20251201::resistance::1::breakout_up::2025-12-02T00:00:00,NVDA,NVDA::20251201::resistance::1,NVDA::resistance::177.2000::1.7725::avwap_D::D,2025-12-02,breakout_up,up,181.4600067138672,178.08703569299846,0.018940014402190095,146,1,146,1,1,False,1.0,1.0,cost,resistance,D,0.009999999999999853,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""breakout_up"", ""zone_valid_from"": ""2025-12-01T00:00:00"", ""zone_valid_to"": ""2025-12-03T23:59:59.999999""}",not_applicable,0,0,0,,,,,0,
NVDA::20251201::resistance::2::probe::2025-12-02T00:00:00,NVDA,NVDA::20251201::resistance::2,NVDA::resistance::179.9600::1.8000::avwap_D::D,2025-12-02,probe,up,181.4600067138672,180.8573242326849,0.0033323642475595514,146,1,146,0,0,True,,,cost,resistance,D,0.01000000000000015,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-12-01T00:00:00"", ""zone_valid_to"": ""2025-12-03T23:59:59.999999""}",failed_hold,0,1,0,0.01295054566608278,0.01295054566608278,0.02025176506019604,1.0,1,0.17491336179259465
NVDA::20251201::resistance::2::test::2025-12-03T00:00:00,NVDA,NVDA::20251201::resistance::2,NVDA::resistance::179.9600::1.8000::avwap_D::D,2025-12-03,test,up,179.58999633789062,180.8573242326849,-0.0070073352028794614,147,2,147,1,1,False,1.0,1.0,cost,resistance,D,0.01000000000000015,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-12-01T00:00:00"", ""zone_valid_to"": ""2025-12-03T23:59:59.999999""}",failed_hold,0,1,0,-0.00206030616137663,-0.00206030616137663,0.02025176506019604,,0,-1.6201412048156834
