raw_interaction_id,ticker,zone_id,structural_zone_key,event_timestamp,event_type,direction,price_at_event,boundary_price,close_distance_pct,bar_index,local_bar_index,global_bar_index,touch_count_before_event,meaningful_touch_count_before_event,is_first_meaningful_test,bars_since_last_touch,days_since_last_touch,zone_class,zone_side,zone_timeframe,zone_width_pct,confluence_count,metadata_json,event_id
ORCL::20250821::resistance::1::test::2025-08-25T00:00:00,ORCL,ORCL::20250821::resistance::1,ORCL::resistance::236.4400::2.3650::avwap_D::D,2025-08-25,test,up,235.41000366210938,237.62228824325703,-0.009310088702129288,77,2,77,1,1,False,1.0,3.0,cost,resistance,D,0.010000000000000068,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""test"", ""zone_valid_from"": ""2025-08-21T00:00:00"", ""zone_valid_to"": ""2025-08-27T23:59:59.999999""}",
ORCL::20250828::support::3::probe::2025-08-29T00:00:00,ORCL,ORCL::20250828::support::3,ORCL::support::231.2500::2.3125::avwap_D::D,2025-08-29,probe,down,226.1300048828125,230.0952936837781,-0.01723324600639214,81,1,81,0,0,True,,,cost,support,D,0.009999999999999976,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-08-28T00:00:00"", ""zone_valid_to"": ""2025-09-04T23:59:59.999999""}",
ORCL::20250828::support::4::probe::2025-08-29T00:00:00,ORCL,ORCL::20250828::support::4,"ORCL::support::235.7300::3.7175::avwap_D,vp_D::D",2025-08-29,probe,down,226.1300048828125,233.8705951786041,-0.03309774916286595,81,1,81,0,0,True,,,composite,support,D,0.01576504679108545,2,"{""source_reason"": ""avwap_D,vp_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-08-28T00:00:00"", ""zone_valid_to"": ""2025-09-04T23:59:59.999999""}",
ORCL::20250828::support::3::breakout_down::2025-09-02T00:00:00,ORCL,ORCL::20250828::support::3,ORCL::support::231.2500::2.3125::avwap_D::D,2025-09-02,breakout_down,down,225.3000030517578,230.0952936837781,-0.020840455079496285,82,2,82,1,1,False,1.0,4.0,cost,support,D,0.009999999999999976,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""breakout_down"", ""zone_valid_from"": ""2025-08-28T00:00:00"", ""zone_valid_to"": ""2025-09-04T23:59:59.999999""}",
ORCL::20250828::support::4::breakout_down::2025-09-02T00:00:00,ORCL,ORCL::20250828::support::4,"ORCL::support::235.7300::3.7175::avwap_D,vp_D::D",2025-09-02,breakout_down,down,225.3000030517578,233.8705951786041,-0.03664672816307256,82,2,82,1,1,False,1.0,4.0,composite,support,D,0.01576504679108545,2,"{""source_reason"": ""avwap_D,vp_D"", ""trigger_rule"": ""breakout_down"", ""zone_valid_from"": ""2025-08-28T00:00:00"", ""zone_valid_to"": ""2025-09-04T23:59:59.999999""}",
ORCL::20250828::support::3::probe::2025-09-03T00:00:00,ORCL,ORCL::20250828::support::3,ORCL::support::231.2500::2.3125::avwap_D::D,2025-09-03,probe,down,223.4499969482422,230.0952936837781,-0.028880628669739745,83,3,83,2,1,False,1.0,1.0,cost,support,D,0.009999999999999976,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-08-28T00:00:00"", ""zone_valid_to"": ""2025-09-04T23:59:59.999999""}",
ORCL::20250828::support::4::probe::2025-09-03T00:00:00,ORCL,ORCL::20250828::support::4,"ORCL::support::235.7300::3.7175::avwap_D,vp_D::D",2025-09-03,probe,down,223.4499969482422,233.8705951786041,-0.04455711168992337,83,3,83,2,1,False,1.0,1.0,composite,support,D,0.01576504679108545,2,"{""source_reason"": ""avwap_D,vp_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-08-28T00:00:00"", ""zone_valid_to"": ""2025-09-04T23:59:59.999999""}",
ORCL::20250828::support::3::probe::2025-09-04T00:00:00,ORCL,ORCL::20250828::support::3,ORCL::support::231.2500::2.3125::avwap_D::D,2025-09-04,probe,down,223.0,230.0952936837781,-0.030836326854773558,84,4,84,3,1,False,1.0,1.0,cost,support,D,0.009999999999999976,1,"{""source_reason"": ""avwap_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-08-28T00:00:00"", ""zone_valid_to"": ""2025-09-04T23:59:59.999999""}",
ORCL::20250828::support::4::probe::2025-09-04T00:00:00,ORCL,ORCL::20250828::support::4,"ORCL::support::235.7300::3.7175::avwap_D,vp_D::D",2025-09-04,probe,down,223.0,233.8705951786041,-0.046481239637254805,84,4,84,3,1,False,1.0,1.0,composite,support,D,0.01576504679108545,2,"{""source_reason"": ""avwap_D,vp_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-08-28T00:00:00"", ""zone_valid_to"": ""2025-09-04T23:59:59.999999""}",
ORCL::20250905::resistance::1::probe::2025-09-05T00:00:00,ORCL,ORCL::20250905::resistance::1,ORCL::resistance::223.6750::5.4925::vp_D::D,2025-09-05,probe,up,232.8000030517578,226.42170189221702,0.028170008025896053,85,0,85,0,0,True,,,inventory,resistance,D,0.024559816312394248,1,"{""source_reason"": ""vp_D"", ""trigger_rule"": ""probe"", ""zone_valid_from"": ""2025-09-05T00:00:00"", ""zone_valid_to"": ""2025-09-11T23:59:59.999999""}",
