total_events,success_rate,failure_rate,unresolved_rate,false_breakout_rate,failed_follow_through_rate,avg_follow_through,avg_mfe,avg_mae,by_zone_class,by_first_test_flag,by_timeframe,by_confluence_bucket
2,0.0,1.0,0.0,1.0,0.0,-0.023333643121541337,-0.0023520565134336462,0.05456231344506461,"{""composite"": {""avg_follow_through"": -0.043891552416845676, ""count"": 1, ""failed_follow_through_rate"": 0.0, ""failure_rate"": 1.0, ""false_breakout_rate"": 1.0, ""success_rate"": 0.0, ""unresolved_rate"": 0.0}, ""cost"": {""avg_follow_through"": -0.0027757338262369966, ""count"": 1, ""failed_follow_through_rate"": 0.0, ""failure_rate"": 1.0, ""false_breakout_rate"": 1.0, ""success_rate"": 0.0, ""unresolved_rate"": 0.0}}","{""repeated_test"": {""avg_follow_through"": -0.023333643121541337, ""count"": 2, ""failed_follow_through_rate"": 0.0, ""failure_rate"": 1.0, ""false_breakout_rate"": 1.0, ""success_rate"": 0.0, ""unresolved_rate"": 0.0}}","{""D"": {""avg_follow_through"": -0.0027757338262369966, ""count"": 1, ""failed_follow_through_rate"": 0.0, ""failure_rate"": 1.0, ""false_breakout_rate"": 1.0, ""success_rate"": 0.0, ""unresolved_rate"": 0.0}, ""D,W"": {""avg_follow_through"": -0.043891552416845676, ""count"": 1, ""failed_follow_through_rate"": 0.0, ""failure_rate"": 1.0, ""false_breakout_rate"": 1.0, ""success_rate"": 0.0, ""unresolved_rate"": 0.0}}","{""3-source+"": {""avg_follow_through"": -0.043891552416845676, ""count"": 1, ""failed_follow_through_rate"": 0.0, ""failure_rate"": 1.0, ""false_breakout_rate"": 1.0, ""success_rate"": 0.0, ""unresolved_rate"": 0.0}, ""single-source"": {""avg_follow_through"": -0.0027757338262369966, ""count"": 1, ""failed_follow_through_rate"": 0.0, ""failure_rate"": 1.0, ""false_breakout_rate"": 1.0, ""success_rate"": 0.0, ""unresolved_rate"": 0.0}}"
